task_instance_id,task_type,display_name,display_name_with_criticality,criticality,product_line,original_task_id,team,scheduled_start,scheduled_end,duration_minutes,mechanics_required,slack_hours,slack_days,priority_score,shift,global_priority
Product B_CC_602,Customer,Product B Task CC_602,🔴 Product B Task CC_602 [CRITICAL],CRITICAL,Product B,CC_602,Customer Team 1,2025-08-22 11:45:00,2025-08-22 12:30:00,45,1,0.0,0.0,45861.0,1st,15
Product B_8,Production,Product B Task 8,🔴 Product B Task 8 [CRITICAL],CRITICAL,Product B,8,Mechanic Team 1,2025-08-22 12:30:00,2025-08-22 13:30:00,60,1,0.0,0.0,46083.0,1st,16
Product B_QI_108,Quality Inspection,Product B QI for Task 8,🔴 Product B QI for Task 8 [CRITICAL],CRITICAL,Product B,108,Quality Team 1,2025-08-22 13:30:00,2025-08-22 14:15:00,45,2,0.25,0.010416666666666666,46082.0,1st,17
RW_403,Rework,Product D Rework RW_403,🔴 Product D Rework RW_403 [CRITICAL],CRITICAL,Product D,RW_403,Mechanic Team 2,2025-08-22 14:30:00,2025-08-22 16:00:00,90,2,0.0,0.0,1480.0,2nd,18
Product B_3,Production,Product B Task 3,🔴 Product B Task 3 [CRITICAL],CRITICAL,Product B,3,Mechanic Team 2,2025-08-22 14:30:00,2025-08-22 14:50:00,20,1,0.0,0.0,45941.0,2nd,19
Product B_7,Production,Product B Task 7,🔴 Product B Task 7 [CRITICAL],CRITICAL,Product B,7,Mechanic Team 2,2025-08-22 14:30:00,2025-08-22 15:00:00,30,1,0.0,0.0,46464.0,2nd,20
Product B_CC_604,Customer,Product B Task CC_604,🔴 Product B Task CC_604 [CRITICAL],CRITICAL,Product B,CC_604,Customer Team 2,2025-08-22 14:30:00,2025-08-22 15:15:00,45,1,0.0,0.0,46611.0,2nd,21
RW_410,Rework,Product A Rework RW_410,🔴 Product A Rework RW_410 [CRITICAL],CRITICAL,Product A,RW_410,Mechanic Team 2,2025-08-22 14:30:00,2025-08-22 16:10:00,100,2,0.08333333333333333,0.003472222222222222,1440.0,2nd,22
RW_408,Rework,Product C Rework RW_408,🔴 Product C Rework RW_408 [CRITICAL],CRITICAL,Product C,RW_408,Mechanic Team 2,2025-08-22 14:30:00,2025-08-22 15:10:00,40,1,0.08333333333333333,0.003472222222222222,1460.0,2nd,23
Product B_17,Production,Product B Task 17,🟡 Product B Task 17 [BUFFER],BUFFER,Product B,17,Mechanic Team 5,2025-08-22 14:30:00,2025-08-22 15:00:00,30,1,119.5,4.979166666666667,48264.0,2nd,24
Product B_5,Production,Product B Task 5,🟡 Product B Task 5 [BUFFER],BUFFER,Product B,5,Mechanic Team 2,2025-08-22 15:00:00,2025-08-22 15:40:00,40,1,62.333333333333336,2.5972222222222223,46037.0,2nd,25
Product B_14,Production,Product B Task 14,🟡 Product B Task 14 [BUFFER],BUFFER,Product B,14,Mechanic Team 2,2025-08-22 15:00:00,2025-08-22 16:30:00,90,1,70.5,2.9375,46602.0,2nd,26
QI_RW_408,Quality Inspection,Product C QI for Task RW_408,🔴 Product C QI for Task RW_408 [CRITICAL],CRITICAL,Product C,QI_RW_408,Quality Team 2,2025-08-22 15:15:00,2025-08-22 15:45:00,30,1,0.0,0.0,1459.0,2nd,27
RW_407,Rework,Product C Rework RW_407,🔴 Product C Rework RW_407 [CRITICAL],CRITICAL,Product C,RW_407,Mechanic Team 2,2025-08-22 15:45:00,2025-08-22 16:35:00,50,1,0.16666666666666666,0.006944444444444444,1460.0,2nd,28
QI_RW_403,Quality Inspection,Product D QI for Task RW_403,🟢 Product D QI for Task RW_403 [FLEXIBLE],FLEXIBLE,Product D,QI_RW_403,Quality Team 2,2025-08-22 16:00:00,2025-08-22 16:30:00,30,1,646.75,26.947916666666668,1479.0,2nd,29
QI_RW_410,Quality Inspection,Product A QI for Task RW_410,🟢 Product A QI for Task RW_410 [FLEXIBLE],FLEXIBLE,Product A,QI_RW_410,Quality Team 2,2025-08-22 16:15:00,2025-08-22 16:45:00,30,1,333.75,13.90625,1439.0,2nd,30
QI_RW_407,Quality Inspection,Product C QI for Task RW_407,🟢 Product C QI for Task RW_407 [FLEXIBLE],FLEXIBLE,Product C,QI_RW_407,Quality Team 2,2025-08-22 16:45:00,2025-08-22 17:15:00,30,1,405.25,16.885416666666668,1459.0,2nd,31
RW_406,Rework,Product C Rework RW_406,🟡 Product C Rework RW_406 [BUFFER],BUFFER,Product C,RW_406,Mechanic Team 3,2025-08-22 23:00:00,2025-08-23 01:00:00,120,3,70.0,2.9166666666666665,1460.0,3rd,32
RW_409,Rework,Product B Rework RW_409,🟡 Product B Rework RW_409 [BUFFER],BUFFER,Product B,RW_409,Mechanic Team 3,2025-08-22 23:00:00,2025-08-23 00:20:00,80,2,70.66666666666667,2.9444444444444446,1420.0,3rd,33
RW_405,Rework,Product D Rework RW_405,🟡 Product D Rework RW_405 [BUFFER],BUFFER,Product D,RW_405,Mechanic Team 3,2025-08-22 23:00:00,2025-08-23 00:15:00,75,2,70.75,2.9479166666666665,1480.0,3rd,34
Product B_6,Production,Product B Task 6,🟡 Product B Task 6 [BUFFER],BUFFER,Product B,6,Mechanic Team 3,2025-08-22 23:00:00,2025-08-23 00:30:00,90,2,94.5,3.9375,45102.0,3rd,35
Product A_QI_101,Quality Inspection,Product A QI for Task 1,🔴 Product A QI for Task 1 [CRITICAL],CRITICAL,Product A,101,Quality Team 1,2025-08-25 06:00:00,2025-08-25 06:45:00,45,1,0.0,0.0,44158.0,1st,36
Product C_QI_101,Quality Inspection,Product C QI for Task 1,🔴 Product C QI for Task 1 [CRITICAL],CRITICAL,Product C,101,Quality Team 1,2025-08-25 06:00:00,2025-08-25 06:45:00,45,1,0.0,0.0,44178.0,1st,37
Product B_10,Production,Product B Task 10,🔴 Product B Task 10 [CRITICAL],CRITICAL,Product B,10,Mechanic Team 1,2025-08-25 06:00:00,2025-08-25 08:00:00,120,2,0.0,0.0,46221.0,1st,38
Product B_16,Production,Product B Task 16,🔴 Product B Task 16 [CRITICAL],CRITICAL,Product B,16,Mechanic Team 1,2025-08-25 06:00:00,2025-08-25 07:00:00,60,1,0.0,0.0,46833.0,1st,39
Product B_15,Production,Product B Task 15,🔴 Product B Task 15 [CRITICAL],CRITICAL,Product B,15,Mechanic Team 4,2025-08-25 06:00:00,2025-08-25 06:40:00,40,1,0.08333333333333333,0.003472222222222222,46937.0,1st,40
Product B_11,Production,Product B Task 11,🔴 Product B Task 11 [CRITICAL],CRITICAL,Product B,11,Mechanic Team 4,2025-08-25 06:00:00,2025-08-25 06:20:00,20,2,0.16666666666666666,0.006944444444444444,46441.0,1st,41
Product B_22,Production,Product B Task 22,🔴 Product B Task 22 [CRITICAL],CRITICAL,Product B,22,Mechanic Team 4,2025-08-25 06:30:00,2025-08-25 07:30:00,60,2,0.0,0.0,46533.0,1st,42
Product A_CC_601,Customer,Product A Task CC_601,🔴 Product A Task CC_601 [CRITICAL],CRITICAL,Product A,CC_601,Customer Team 1,2025-08-25 06:45:00,2025-08-25 07:30:00,45,1,0.0,0.0,44531.0,1st,43
Product C_CC_601,Customer,Product C Task CC_601,🔴 Product C Task CC_601 [CRITICAL],CRITICAL,Product C,CC_601,Customer Team 1,2025-08-25 06:45:00,2025-08-25 07:30:00,45,1,0.0,0.0,44551.0,1st,44
Product B_QI_115,Quality Inspection,Product B QI for Task 15,🔴 Product B QI for Task 15 [CRITICAL],CRITICAL,Product B,115,Quality Team 4,2025-08-25 06:45:00,2025-08-25 07:30:00,45,1,39.5,1.6458333333333333,46936.0,1st,45
Product B_QI_116,Quality Inspection,Product B QI for Task 16,🟡 Product B QI for Task 16 [BUFFER],BUFFER,Product B,116,Quality Team 1,2025-08-25 07:00:00,2025-08-25 07:45:00,45,2,55.75,2.3229166666666665,46832.0,1st,46
Product A_2,Production,Product A Task 2,🔴 Product A Task 2 [CRITICAL],CRITICAL,Product A,2,Mechanic Team 1,2025-08-25 07:30:00,2025-08-25 08:30:00,60,2,0.0,0.0,44753.0,1st,47
Product C_2,Production,Product C Task 2,🔴 Product C Task 2 [CRITICAL],CRITICAL,Product C,2,Mechanic Team 1,2025-08-25 07:30:00,2025-08-25 08:30:00,60,2,0.0,0.0,44773.0,1st,48
Product B_QI_122,Quality Inspection,Product B QI for Task 22,🟡 Product B QI for Task 22 [BUFFER],BUFFER,Product B,122,Quality Team 4,2025-08-25 07:30:00,2025-08-25 08:15:00,45,1,54.25,2.2604166666666665,46532.0,1st,49
Product B_QI_110,Quality Inspection,Product B QI for Task 10,🔴 Product B QI for Task 10 [CRITICAL],CRITICAL,Product B,110,Quality Team 1,2025-08-25 08:00:00,2025-08-25 08:45:00,45,2,0.0,0.0,46220.0,1st,50
Product A_4,Production,Product A Task 4,🔴 Product A Task 4 [CRITICAL],CRITICAL,Product A,4,Mechanic Team 1,2025-08-25 08:30:00,2025-08-25 10:30:00,120,3,0.0,0.0,45041.0,1st,51
Product C_4,Production,Product C Task 4,🔴 Product C Task 4 [CRITICAL],CRITICAL,Product C,4,Mechanic Team 1,2025-08-25 08:30:00,2025-08-25 10:30:00,120,3,43.5,1.8125,45061.0,1st,52
Product B_20,Production,Product B Task 20,🟡 Product B Task 20 [BUFFER],BUFFER,Product B,20,Mechanic Team 1,2025-08-25 08:45:00,2025-08-25 10:15:00,90,1,91.75,3.8229166666666665,47052.0,1st,53
Product A_QI_104,Quality Inspection,Product A QI for Task 4,🔴 Product A QI for Task 4 [CRITICAL],CRITICAL,Product A,104,Quality Team 1,2025-08-25 10:30:00,2025-08-25 11:15:00,45,2,0.0,0.0,45040.0,1st,54
Product A_CC_602,Customer,Product A Task CC_602,🔴 Product A Task CC_602 [CRITICAL],CRITICAL,Product A,CC_602,Customer Team 1,2025-08-25 11:15:00,2025-08-25 12:00:00,45,1,0.0,0.0,45881.0,1st,55
Product A_8,Production,Product A Task 8,🔴 Product A Task 8 [CRITICAL],CRITICAL,Product A,8,Mechanic Team 1,2025-08-25 12:00:00,2025-08-25 13:00:00,60,1,0.0,0.0,46103.0,1st,56
Product A_QI_108,Quality Inspection,Product A QI for Task 8,🔴 Product A QI for Task 8 [CRITICAL],CRITICAL,Product A,108,Quality Team 1,2025-08-25 13:00:00,2025-08-25 13:45:00,45,2,0.0,0.0,46102.0,1st,57
Product A_CC_604,Customer,Product A Task CC_604,🔴 Product A Task CC_604 [CRITICAL],CRITICAL,Product A,CC_604,Customer Team 1,2025-08-25 13:45:00,2025-08-25 14:30:00,45,1,0.0,0.0,46631.0,1st,58
Product A_3,Production,Product A Task 3,🔴 Product A Task 3 [CRITICAL],CRITICAL,Product A,3,Mechanic Team 2,2025-08-25 14:30:00,2025-08-25 14:50:00,20,1,0.0,0.0,45961.0,2nd,59
Product C_3,Production,Product C Task 3,🔴 Product C Task 3 [CRITICAL],CRITICAL,Product C,3,Mechanic Team 2,2025-08-25 14:30:00,2025-08-25 14:50:00,20,1,0.0,0.0,45981.0,2nd,60
Product A_7,Production,Product A Task 7,🔴 Product A Task 7 [CRITICAL],CRITICAL,Product A,7,Mechanic Team 2,2025-08-25 14:30:00,2025-08-25 15:00:00,30,1,0.0,0.0,46484.0,2nd,61
Product C_7,Production,Product C Task 7,🔴 Product C Task 7 [CRITICAL],CRITICAL,Product C,7,Mechanic Team 2,2025-08-25 14:30:00,2025-08-25 15:00:00,30,1,0.0,0.0,46504.0,2nd,62
Product B_23,Production,Product B Task 23,🔴 Product B Task 23 [CRITICAL],CRITICAL,Product B,23,Mechanic Team 5,2025-08-25 14:30:00,2025-08-25 15:00:00,30,1,0.0,0.0,47214.0,2nd,63
Product A_17,Production,Product A Task 17,🔴 Product A Task 17 [CRITICAL],CRITICAL,Product A,17,Mechanic Team 5,2025-08-25 14:30:00,2025-08-25 15:00:00,30,1,24.25,1.0104166666666667,48284.0,2nd,64
Product B_21,Production,Product B Task 21,🔴 Product B Task 21 [CRITICAL],CRITICAL,Product B,21,Mechanic Team 2,2025-08-25 14:30:00,2025-08-25 15:10:00,40,1,39.333333333333336,1.638888888888889,47487.0,2nd,65
Product A_5,Production,Product A Task 5,🔴 Product A Task 5 [CRITICAL],CRITICAL,Product A,5,Mechanic Team 2,2025-08-25 15:00:00,2025-08-25 15:40:00,40,1,14.333333333333334,0.5972222222222222,46057.0,2nd,66
Product C_5,Production,Product C Task 5,🔴 Product C Task 5 [CRITICAL],CRITICAL,Product C,5,Mechanic Team 2,2025-08-25 15:00:00,2025-08-25 15:40:00,40,1,14.333333333333334,0.5972222222222222,46077.0,2nd,67
Product B_29,Production,Product B Task 29,🔴 Product B Task 29 [CRITICAL],CRITICAL,Product B,29,Mechanic Team 5,2025-08-25 15:00:00,2025-08-25 15:40:00,40,2,14.333333333333334,0.5972222222222222,47462.0,2nd,68
Product A_14,Production,Product A Task 14,🔴 Product A Task 14 [CRITICAL],CRITICAL,Product A,14,Mechanic Team 2,2025-08-25 15:00:00,2025-08-25 16:30:00,90,1,22.5,0.9375,46622.0,2nd,69
Product C_14,Production,Product C Task 14,🔴 Product C Task 14 [CRITICAL],CRITICAL,Product C,14,Mechanic Team 2,2025-08-25 15:00:00,2025-08-25 16:30:00,90,1,46.0,1.9166666666666667,46642.0,2nd,70
QI_RW_405,Quality Inspection,Product D QI for Task RW_405,🔴 Product D QI for Task RW_405 [CRITICAL],CRITICAL,Product D,QI_RW_405,Quality Team 3,2025-08-25 23:00:00,2025-08-25 23:30:00,30,1,0.0,0.0,1479.0,3rd,71
Product A_6,Production,Product A Task 6,🔴 Product A Task 6 [CRITICAL],CRITICAL,Product A,6,Mechanic Team 3,2025-08-25 23:00:00,2025-08-26 00:30:00,90,2,0.0,0.0,45122.0,3rd,72
Product C_6,Production,Product C Task 6,🔴 Product C Task 6 [CRITICAL],CRITICAL,Product C,6,Mechanic Team 3,2025-08-25 23:00:00,2025-08-26 00:30:00,90,2,0.0,0.0,45142.0,3rd,73
Product B_9,Production,Product B Task 9,🔴 Product B Task 9 [CRITICAL],CRITICAL,Product B,9,Mechanic Team 3,2025-08-25 23:00:00,2025-08-25 23:50:00,50,1,0.16666666666666666,0.006944444444444444,47635.0,3rd,74
QI_RW_406,Quality Inspection,Product C QI for Task RW_406,🟡 Product C QI for Task RW_406 [BUFFER],BUFFER,Product C,QI_RW_406,Quality Team 3,2025-08-25 23:00:00,2025-08-25 23:30:00,30,1,71.5,2.9791666666666665,1459.0,3rd,75
QI_RW_409,Quality Inspection,Product B QI for Task RW_409,🟢 Product B QI for Task RW_409 [FLEXIBLE],FLEXIBLE,Product B,QI_RW_409,Quality Team 3,2025-08-25 23:00:00,2025-08-25 23:30:00,30,1,215.5,8.979166666666666,1419.0,3rd,76
RW_404,Rework,Product D Rework RW_404,🔴 Product D Rework RW_404 [CRITICAL],CRITICAL,Product D,RW_404,Mechanic Team 3,2025-08-25 23:30:00,2025-08-26 00:00:00,30,1,0.0,0.0,1480.0,3rd,77
Product B_18,Production,Product B Task 18,🔴 Product B Task 18 [CRITICAL],CRITICAL,Product B,18,Mechanic Team 3,2025-08-26 00:00:00,2025-08-26 02:00:00,120,1,0.0,0.0,47871.0,3rd,78
QI_RW_404,Quality Inspection,Product D QI for Task RW_404,🟢 Product D QI for Task RW_404 [FLEXIBLE],FLEXIBLE,Product D,QI_RW_404,Quality Team 3,2025-08-26 00:00:00,2025-08-26 00:30:00,30,1,598.5,24.9375,1479.0,3rd,79
Product A_QI_106,Quality Inspection,Product A QI for Task 6,🔴 Product A QI for Task 6 [CRITICAL],CRITICAL,Product A,106,Quality Team 3,2025-08-26 00:30:00,2025-08-26 01:15:00,45,1,0.0,0.0,45121.0,3rd,80
Product C_QI_106,Quality Inspection,Product C QI for Task 6,🔴 Product C QI for Task 6 [CRITICAL],CRITICAL,Product C,106,Quality Team 3,2025-08-26 00:30:00,2025-08-26 01:15:00,45,1,0.0,0.0,45141.0,3rd,81
Product A_CC_603,Customer,Product A Task CC_603,🔴 Product A Task CC_603 [CRITICAL],CRITICAL,Product A,CC_603,Customer Team 3,2025-08-26 01:15:00,2025-08-26 02:00:00,45,1,0.0,0.0,45806.0,3rd,82
Product C_CC_603,Customer,Product C Task CC_603,🔴 Product C Task CC_603 [CRITICAL],CRITICAL,Product C,CC_603,Customer Team 3,2025-08-26 01:15:00,2025-08-26 02:00:00,45,1,28.0,1.1666666666666667,45826.0,3rd,83
Product A_12,Production,Product A Task 12,🔴 Product A Task 12 [CRITICAL],CRITICAL,Product A,12,Mechanic Team 3,2025-08-26 02:00:00,2025-08-26 03:00:00,60,4,0.0,0.0,46028.0,3rd,84
Product B_QI_118,Quality Inspection,Product B QI for Task 18,🔴 Product B QI for Task 18 [CRITICAL],CRITICAL,Product B,118,Quality Team 3,2025-08-26 02:00:00,2025-08-26 02:45:00,45,2,27.25,1.1354166666666667,47870.0,3rd,85
Product A_QI_112,Quality Inspection,Product A QI for Task 12,🔴 Product A QI for Task 12 [CRITICAL],CRITICAL,Product A,112,Quality Team 3,2025-08-26 03:00:00,2025-08-26 03:45:00,45,1,0.0,0.0,46027.0,3rd,86
Product A_24,Production,Product A Task 24,🔴 Product A Task 24 [CRITICAL],CRITICAL,Product A,24,Mechanic Team 3,2025-08-26 03:45:00,2025-08-26 05:45:00,120,3,41.25,1.71875,46541.0,3rd,87
Product D_QI_101,Quality Inspection,Product D QI for Task 1,🔴 Product D QI for Task 1 [CRITICAL],CRITICAL,Product D,101,Quality Team 1,2025-08-26 06:00:00,2025-08-26 06:45:00,45,1,0.0,0.0,44198.0,1st,88
Product E_QI_101,Quality Inspection,Product E QI for Task 1,🔴 Product E QI for Task 1 [CRITICAL],CRITICAL,Product E,101,Quality Team 1,2025-08-26 06:00:00,2025-08-26 06:45:00,45,1,0.0,0.0,44238.0,1st,89
Product A_10,Production,Product A Task 10,🔴 Product A Task 10 [CRITICAL],CRITICAL,Product A,10,Mechanic Team 1,2025-08-26 06:00:00,2025-08-26 08:00:00,120,2,0.0,0.0,46241.0,1st,90
Product A_16,Production,Product A Task 16,🔴 Product A Task 16 [CRITICAL],CRITICAL,Product A,16,Mechanic Team 1,2025-08-26 06:00:00,2025-08-26 07:00:00,60,1,0.0,0.0,46853.0,1st,91
Product A_15,Production,Product A Task 15,🔴 Product A Task 15 [CRITICAL],CRITICAL,Product A,15,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:40:00,40,1,0.08333333333333333,0.003472222222222222,46957.0,1st,92
Product C_15,Production,Product C Task 15,🔴 Product C Task 15 [CRITICAL],CRITICAL,Product C,15,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:40:00,40,1,0.08333333333333333,0.003472222222222222,46977.0,1st,93
Product A_11,Production,Product A Task 11,🔴 Product A Task 11 [CRITICAL],CRITICAL,Product A,11,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:20:00,20,2,0.16666666666666666,0.006944444444444444,46461.0,1st,94
Product C_11,Production,Product C Task 11,🔴 Product C Task 11 [CRITICAL],CRITICAL,Product C,11,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 06:20:00,20,2,8.166666666666666,0.34027777777777773,46481.0,1st,95
Product B_42,Production,Product B Task 42,🔴 Product B Task 42 [CRITICAL],CRITICAL,Product B,42,Mechanic Team 4,2025-08-26 06:00:00,2025-08-26 07:00:00,60,1,23.0,0.9583333333333334,47658.0,1st,96
Product C_10,Production,Product C Task 10,🔴 Product C Task 10 [CRITICAL],CRITICAL,Product C,10,Mechanic Team 1,2025-08-26 06:00:00,2025-08-26 08:00:00,120,2,46.0,1.9166666666666667,46261.0,1st,97
Product A_22,Production,Product A Task 22,🔴 Product A Task 22 [CRITICAL],CRITICAL,Product A,22,Mechanic Team 4,2025-08-26 06:30:00,2025-08-26 07:30:00,60,2,0.0,0.0,46553.0,1st,98
Product D_CC_601,Customer,Product D Task CC_601,🔴 Product D Task CC_601 [CRITICAL],CRITICAL,Product D,CC_601,Customer Team 1,2025-08-26 06:45:00,2025-08-26 07:30:00,45,1,0.0,0.0,44571.0,1st,99
Product E_CC_601,Customer,Product E Task CC_601,🔴 Product E Task CC_601 [CRITICAL],CRITICAL,Product E,CC_601,Customer Team 1,2025-08-26 06:45:00,2025-08-26 07:30:00,45,1,7.0,0.2916666666666667,44611.0,1st,100
Product A_QI_115,Quality Inspection,Product A QI for Task 15,🔴 Product A QI for Task 15 [CRITICAL],CRITICAL,Product A,115,Quality Team 4,2025-08-26 06:45:00,2025-08-26 07:30:00,45,1,46.5,1.9375,46956.0,1st,101
Product C_QI_115,Quality Inspection,Product C QI for Task 15,🔴 Product C QI for Task 15 [CRITICAL],CRITICAL,Product C,115,Quality Team 4,2025-08-26 06:45:00,2025-08-26 07:30:00,45,1,46.5,1.9375,46976.0,1st,102
Product A_QI_116,Quality Inspection,Product A QI for Task 16,🔴 Product A QI for Task 16 [CRITICAL],CRITICAL,Product A,116,Quality Team 1,2025-08-26 07:00:00,2025-08-26 07:45:00,45,2,8.5,0.3541666666666667,46852.0,1st,103
Product D_2,Production,Product D Task 2,🔴 Product D Task 2 [CRITICAL],CRITICAL,Product D,2,Mechanic Team 1,2025-08-26 07:30:00,2025-08-26 08:30:00,60,2,0.0,0.0,44793.0,1st,104
Product A_QI_122,Quality Inspection,Product A QI for Task 22,🔴 Product A QI for Task 22 [CRITICAL],CRITICAL,Product A,122,Quality Team 4,2025-08-26 07:30:00,2025-08-26 08:15:00,45,1,30.25,1.2604166666666667,46552.0,1st,105
Product A_QI_110,Quality Inspection,Product A QI for Task 10,🔴 Product A QI for Task 10 [CRITICAL],CRITICAL,Product A,110,Quality Team 1,2025-08-26 08:00:00,2025-08-26 08:45:00,45,2,0.0,0.0,46240.0,1st,106
Product D_4,Production,Product D Task 4,🔴 Product D Task 4 [CRITICAL],CRITICAL,Product D,4,Mechanic Team 1,2025-08-26 08:30:00,2025-08-26 10:30:00,120,3,0.0,0.0,45081.0,1st,107
Product A_20,Production,Product A Task 20,🟢 Product A Task 20 [FLEXIBLE],FLEXIBLE,Product A,20,Mechanic Team 1,2025-08-26 08:45:00,2025-08-26 10:15:00,90,1,163.75,6.822916666666667,47072.0,1st,108
Product D_QI_104,Quality Inspection,Product D QI for Task 4,🔴 Product D QI for Task 4 [CRITICAL],CRITICAL,Product D,104,Quality Team 1,2025-08-26 10:30:00,2025-08-26 11:15:00,45,2,0.0,0.0,45080.0,1st,109
Product D_CC_602,Customer,Product D Task CC_602,🔴 Product D Task CC_602 [CRITICAL],CRITICAL,Product D,CC_602,Customer Team 1,2025-08-26 11:15:00,2025-08-26 12:00:00,45,1,0.0,0.0,45921.0,1st,110
Product D_8,Production,Product D Task 8,🔴 Product D Task 8 [CRITICAL],CRITICAL,Product D,8,Mechanic Team 1,2025-08-26 12:00:00,2025-08-26 13:00:00,60,1,0.0,0.0,46143.0,1st,111
Product D_QI_108,Quality Inspection,Product D QI for Task 8,🔴 Product D QI for Task 8 [CRITICAL],CRITICAL,Product D,108,Quality Team 1,2025-08-26 13:00:00,2025-08-26 13:45:00,45,2,0.0,0.0,46142.0,1st,112
Product D_CC_604,Customer,Product D Task CC_604,🔴 Product D Task CC_604 [CRITICAL],CRITICAL,Product D,CC_604,Customer Team 1,2025-08-26 13:45:00,2025-08-26 14:30:00,45,1,0.0,0.0,46671.0,1st,113
Product D_3,Production,Product D Task 3,🔴 Product D Task 3 [CRITICAL],CRITICAL,Product D,3,Mechanic Team 2,2025-08-26 14:30:00,2025-08-26 14:50:00,20,1,0.0,0.0,46001.0,2nd,114
Product E_3,Production,Product E Task 3,🔴 Product E Task 3 [CRITICAL],CRITICAL,Product E,3,Mechanic Team 2,2025-08-26 14:30:00,2025-08-26 14:50:00,20,1,0.0,0.0,46041.0,2nd,115
Product D_7,Production,Product D Task 7,🔴 Product D Task 7 [CRITICAL],CRITICAL,Product D,7,Mechanic Team 2,2025-08-26 14:30:00,2025-08-26 15:00:00,30,1,0.0,0.0,46524.0,2nd,116
Product E_7,Production,Product E Task 7,🔴 Product E Task 7 [CRITICAL],CRITICAL,Product E,7,Mechanic Team 2,2025-08-26 14:30:00,2025-08-26 15:00:00,30,1,0.0,0.0,46564.0,2nd,117
Product A_23,Production,Product A Task 23,🔴 Product A Task 23 [CRITICAL],CRITICAL,Product A,23,Mechanic Team 5,2025-08-26 14:30:00,2025-08-26 15:00:00,30,1,0.0,0.0,47234.0,2nd,118
